timestamp,ticker,type,strike,expiration,bid,ask,day_close,vwap,fmv,delta,gamma,theta,vega,implied_volatility,volume
2025-10-06T13:30:00+00:00,O:SPXW251006P02600000,put,2600,2025-10-06,0.05,0.05,0.05,0.05,,,,,,,1
2025-10-06T13:30:00+00:00,O:SPXW251006C04800000,call,4800,2025-10-06,1937.72,1937.72,1937.72,1937.72,,,,,,,1
2025-10-06T13:30:00+00:00,O:SPXW251006C05625000,call,5625,2025-10-06,1112.77,1112.77,1112.77,1112.77,,,,,,,1
2025-10-06T13:30:00+00:00,O:SPXW251006P06000000,put,6000,2025-10-06,0.03,0.03,0.03,0.03,,,,,,,1
2025-10-06T13:30:00+00:00,O:SPXW251006P06025000,put,6025,2025-10-06,0.05,0.05,0.05,0.05,,,,,,,1
2025-10-06T13:30:00+00:00,O:SPXW251006P06050000,put,6050,2025-10-06,0.05,0.05,0.05,0.05,,,,,,,1
2025-10-06T13:30:00+00:00,O:SPXW251006P06075000,put,6075,2025-10-06,0.05,0.05,0.05,0.05,,,,,,,6
2025-10-06T13:30:00+00:00,O:SPXW251006P06100000,put,6100,2025-10-06,0.05,0.05,0.05,0.05,,,,,,,13
2025-10-06T13:30:00+00:00,O:SPXW251006P06125000,put,6125,2025-10-06,0.05,0.05,0.05,0.05,,,,,,,3
2025-10-06T13:30:00+00:00,O:SPXW251006P06130000,put,6130,2025-10-06,0.05,0.05,0.05,0.05,,,,,,,3
2025-10-06T13:30:00+00:00,O:SPXW251006P06150000,put,6150,2025-10-06,0.05,0.05,0.05,0.05,,,,,,,6
2025-10-06T13:30:00+00:00,O:SPXW251006P06175000,put,6175,2025-10-06,0.05,0.05,0.05,0.05,,,,,,,5
2025-10-06T13:30:00+00:00,O:SPXW251006P06190000,put,6190,2025-10-06,0.03,0.04,0.04,0.0338,,,,,,,725
2025-10-06T13:30:00+00:00,O:SPXW251006P06200000,put,6200,2025-10-06,0.05,0.05,0.05,0.05,,,,,,,26
2025-10-06T13:30:00+00:00,O:SPXW251006C06210000,call,6210,2025-10-06,527.58,527.58,527.58,527.58,,,,,,,1
2025-10-06T13:30:00+00:00,O:SPXW251006C06230000,call,6230,2025-10-06,507.61,507.61,507.61,507.61,,,,,,,1
2025-10-06T13:30:00+00:00,O:SPXW251006P06240000,put,6240,2025-10-06,0.05,0.05,0.05,0.05,,,,,,,8
2025-10-06T13:30:00+00:00,O:SPXW251006P06250000,put,6250,2025-10-06,0.05,0.05,0.05,0.05,,,,,,,5
2025-10-06T13:30:00+00:00,O:SPXW251006P06285000,put,6285,2025-10-06,0.05,0.05,0.05,0.05,,,,,,,6
2025-10-06T13:30:00+00:00,O:SPXW251006C06320000,call,6320,2025-10-06,416.59,416.59,416.59,416.59,,,,,,,2
2025-10-06T13:30:00+00:00,O:SPXW251006C06340000,call,6340,2025-10-06,397.34,397.34,397.34,397.34,,,,,,,2
2025-10-06T13:30:00+00:00,O:SPXW251006P06350000,put,6350,2025-10-06,0.03,0.05,0.03,0.046,,,,,,,5
