rank,strategy.config.slope_detection.skip_slope,strategy.config.tiers.call.0.spread_width,strategy.config.tiers.call.1.spread_width,strategy.config.tiers.call.2.spread_width,strategy.config.tiers.put.0.spread_width,strategy.config.tiers.put.1.spread_width,strategy.config.tiers.put.2.spread_width,total_trades,win_rate,total_credits,total_gains,total_losses,net_pnl,profit_factor,roi
410,True,35,25,25,35,25,25,293,3.4,67970.0,66114.0,30644.0,35470.0,2.16,2.78
411,False,35,25,20,35,25,20,293,2.7,35389.0,35389.0,0,35389.0,inf,3.35
412,False,35,20,10,35,20,10,293,3.1,35362.0,35362.0,0,35362.0,inf,3.47
413,False,45,30,20,45,30,20,293,2.4,35312.0,35312.0,0,35312.0,inf,4.42
414,False,30,35,20,30,35,20,293,2.4,35280.0,35280.0,0,35280.0,inf,4.04
415,False,35,35,20,35,35,20,293,2.7,35171.0,35171.0,0,35171.0,inf,3.37
416,False,30,30,15,30,30,15,293,2.0,35138.0,35138.0,0,35138.0,inf,4.39
417,False,45,20,10,45,20,10,293,2.7,35128.0,35128.0,0,35128.0,inf,4.36
418,False,45,30,15,45,30,15,293,2.0,35106.0,35106.0,0,35106.0,inf,4.54
419,False,45,35,20,45,35,20,293,2.4,35047.0,35047.0,0,35047.0,inf,4.17
420,True,30,25,15,30,25,15,293,2.7,73492.0,71230.0,36238.0,34992.0,1.97,3.21
421,False,30,25,15,30,25,15,293,2.0,34987.0,34987.0,0,34987.0,inf,4.1
422,False,35,30,30,35,30,30,293,2.7,34956.0,34956.0,0,34956.0,inf,3.52
423,False,45,25,15,45,25,15,293,2.4,34955.0,34955.0,0,34955.0,inf,4.23
424,False,45,25,20,45,25,20,293,2.4,34943.0,34943.0,0,34943.0,inf,4.11
425,False,35,25,30,35,25,30,293,2.7,34758.0,34758.0,0,34758.0,inf,3.33
426,False,35,30,25,35,30,25,293,2.7,34753.0,34753.0,0,34753.0,inf,3.49
427,False,30,20,10,30,20,10,293,2.4,34741.0,34741.0,0,34741.0,inf,4.19
428,False,30,25,20,30,25,20,293,2.0,34703.0,34703.0,0,34703.0,inf,4.01
429,False,30,30,30,30,30,30,293,2.0,34550.0,34550.0,0,34550.0,inf,4.3
430,False,35,25,25,35,25,25,293,2.7,34496.0,34496.0,0,34496.0,inf,3.3
431,False,45,30,30,45,30,30,293,2.0,34474.0,34474.0,0,34474.0,inf,4.45
432,False,45,35,15,45,35,15,293,2.0,34473.0,34473.0,0,34473.0,inf,4.28
433,False,30,35,30,30,35,30,293,2.4,34295.0,34295.0,0,34295.0,inf,4.09
434,True,35,25,10,35,25,10,293,4.4,66775.0,64919.0,30644.0,34275.0,2.12,2.62
435,False,45,25,25,45,25,25,293,2.4,34262.0,34262.0,0,34262.0,inf,4.12
436,False,30,35,15,30,35,15,293,2.4,34251.0,34251.0,0,34251.0,inf,4.12
437,False,30,40,10,30,40,10,293,2.7,34213.0,34213.0,0,34213.0,inf,4.35
438,False,45,30,25,45,30,25,293,2.0,34212.0,34212.0,0,34212.0,inf,4.41
439,False,45,25,30,45,25,30,293,2.4,34197.0,34197.0,0,34197.0,inf,4.14
440,False,35,40,10,35,40,10,293,3.1,34138.0,34138.0,0,34138.0,inf,3.58
441,False,30,25,30,30,25,30,293,2.0,34137.0,34137.0,0,34137.0,inf,4.0
442,False,30,30,25,30,30,25,293,2.0,34132.0,34132.0,0,34132.0,inf,4.25
443,False,35,35,15,35,35,15,293,2.7,34077.0,34077.0,0,34077.0,inf,3.41
444,False,45,40,10,45,40,10,293,2.4,33946.0,33946.0,0,33946.0,inf,4.57
445,False,45,35,30,45,35,30,293,2.0,33906.0,33906.0,0,33906.0,inf,4.22
446,False,45,35,25,45,35,25,293,2.0,33892.0,33892.0,0,33892.0,inf,4.19
447,False,35,35,30,35,35,30,293,2.7,33859.0,33859.0,0,33859.0,inf,3.39
448,False,30,25,25,30,25,25,293,2.0,33763.0,33763.0,0,33763.0,inf,3.96
449,True,30,25,20,30,25,20,293,2.7,72253.0,70049.0,36296.0,33753.0,1.93,3.06
450,False,35,35,25,35,35,25,293,2.7,33654.0,33654.0,0,33654.0,inf,3.36
451,False,30,35,25,30,35,25,293,2.4,33607.0,33607.0,0,33607.0,inf,4.03
452,False,30,45,10,30,45,10,293,2.7,33494.0,33494.0,0,33494.0,inf,4.21
453,False,35,25,10,35,25,10,293,3.1,33235.0,33235.0,0,33235.0,inf,3.26
454,False,35,45,10,35,45,10,293,3.1,33193.0,33193.0,0,33193.0,inf,3.48
455,False,35,30,10,35,30,10,293,3.1,33185.0,33185.0,0,33185.0,inf,3.44
456,True,40,25,30,40,25,30,293,3.8,83147.0,81987.0,48840.0,33147.0,1.68,2.58
457,False,45,45,10,45,45,10,293,2.4,33001.0,33001.0,0,33001.0,inf,4.43
458,False,35,35,10,35,35,10,293,3.1,32968.0,32968.0,0,32968.0,inf,3.3
459,False,45,35,10,45,35,10,293,2.4,32857.0,32857.0,0,32857.0,inf,4.12
460,False,45,25,10,45,25,10,293,2.7,32786.0,32786.0,0,32786.0,inf,4.08
461,False,45,30,10,45,30,10,293,2.4,32736.0,32736.0,0,32736.0,inf,4.37
462,False,30,35,10,30,35,10,293,2.7,32717.0,32717.0,0,32717.0,inf,3.96
463,True,35,25,15,35,25,15,293,3.4,71128.0,69040.0,36412.0,32628.0,1.9,2.55
464,False,30,25,10,30,25,10,293,2.4,32614.0,32614.0,0,32614.0,inf,3.93
465,False,30,30,10,30,30,10,293,2.4,32452.0,32452.0,0,32452.0,inf,4.21
466,True,55,25,15,55,25,15,293,5.1,112147.0,109827.0,77680.0,32147.0,1.41,2.18
467,True,40,25,25,40,25,25,293,3.8,82073.0,80913.0,48840.0,32073.0,1.66,2.53
468,True,50,25,15,50,25,15,293,5.1,111785.0,109465.0,77680.0,31785.0,1.41,2.14
469,True,60,20,15,60,20,15,293,5.5,111492.0,108882.0,77390.0,31492.0,1.41,2.07
470,True,35,25,20,35,25,20,293,3.4,69934.0,67904.0,36470.0,31434.0,1.86,2.43
471,True,55,25,20,55,25,20,293,5.1,111416.0,109386.0,77970.0,31416.0,1.4,2.08
472,True,40,25,10,40,25,10,293,4.8,80990.0,79830.0,48840.0,30990.0,1.63,2.38
473,True,60,20,20,60,20,20,293,5.5,110543.0,108223.0,77680.0,30543.0,1.39,1.96
474,True,50,25,20,50,25,20,293,5.1,109689.0,107659.0,77970.0,29689.0,1.38,1.97
475,True,45,20,30,45,20,30,293,3.4,79638.0,78188.0,48550.0,29638.0,1.61,2.71
476,True,45,20,25,45,20,25,293,3.4,79433.0,77983.0,48550.0,29433.0,1.61,2.73
477,True,45,20,10,45,20,10,293,4.4,78350.0,76900.0,48550.0,28350.0,1.58,2.55
478,True,60,25,15,60,25,15,293,5.5,106568.0,104248.0,77680.0,26568.0,1.34,1.74
479,True,60,25,20,60,25,20,293,5.5,105619.0,103589.0,77970.0,25619.0,1.33,1.64
480,True,45,25,25,45,25,25,293,3.4,74437.0,73277.0,48840.0,24437.0,1.5,2.26
481,True,45,25,30,45,25,30,293,3.4,74315.0,73155.0,48840.0,24315.0,1.5,2.23
482,True,45,25,10,45,25,10,293,4.4,72130.0,70970.0,48840.0,22130.0,1.45,2.0
483,True,40,20,15,40,20,15,293,3.8,91155.0,88545.0,77390.0,11155.0,1.14,0.86
484,True,40,20,20,40,20,20,293,3.8,90206.0,87886.0,77680.0,10206.0,1.13,0.77
485,True,40,25,15,40,25,15,293,3.8,86159.0,83839.0,77680.0,6159.0,1.08,0.47
486,True,40,25,20,40,25,20,293,3.8,85210.0,83180.0,77970.0,5210.0,1.07,0.39
487,True,45,20,15,45,20,15,293,3.4,82401.0,79791.0,77390.0,2401.0,1.03,0.22
488,True,45,20,20,45,20,20,293,3.4,81311.0,78991.0,77680.0,1311.0,1.02,0.12
489,True,45,25,15,45,25,15,293,3.4,78084.0,75764.0,77680.0,-1916.0,0.98,-0.17
490,True,45,25,20,45,25,20,293,3.4,75988.0,73958.0,77970.0,-4012.0,0.95,-0.36
