trial	hash	status	op	score	ann_sharpe	hold_sharpe	ann_roi	max_dd	win_d	improvement_pct	profit_target	stop_loss	apply_dtes	apply_tiers	apply_sides
1	b5f90de	keep	rand	11.2263	11.226	11.220	59129.68	0.00	100.00	+0.1	85	9999	0	aggressive,conservative,moderate	call,put
2	429a612	discard	rand	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	200	3	aggressive	call,put
3	b51e344	discard	rand	10.9336	10.955	11.220	51066.55	0.06	97.55	-2.4	45	150	1	aggressive,conservative,moderate	call,put
4	a50a76a	keep	rand	11.6575	11.657	11.220	58029.41	0.00	100.00	+3.9	90	100	0,1,3	conservative	call,put
5	f01305f	discard	rand	11.0363	11.036	11.220	57953.29	0.00	100.00	-1.6	75	100	0	aggressive,moderate	call
6	559abd9	discard	rand	11.1343	11.134	11.220	58539.51	0.00	100.00	-0.8	35	200	3	conservative,moderate	call
7	8533d2c	discard	rand	9.7722	9.927	11.220	43126.14	0.47	92.97	-11.5	90	100	0,2,3	aggressive,conservative,moderate	call,put
8	38976b5	discard	rand	10.8823	10.887	11.220	56958.05	0.01	98.78	-3.0	95	100	1	aggressive	call,put
9	3a8f8d8	discard	rand	11.1817	11.182	11.220	59799.50	0.00	100.00	-0.3	80	300	1,2	moderate	call
10	68ab292	discard	rand	11.5938	11.600	11.220	56256.83	0.02	99.69	+3.4	60	100	1	conservative,moderate	put
11	7faddc0	discard	rand	11.1346	11.135	11.220	58820.87	0.00	100.00	-0.8	50	9999	0,2	moderate	put
12	aa703a9	discard	rand	10.7596	10.837	11.220	56711.55	0.21	99.39	-3.4	80	150	0,2	aggressive,conservative,moderate	call
13	c405de9	discard	rand	11.1568	11.163	11.220	57238.50	0.02	99.69	-0.5	85	200	0,2	moderate	put
14	6a001bc	discard	rand	11.2071	11.207	11.220	60129.25	0.00	100.00	-0.1	95	9999	0,1,2,3	conservative,moderate	call
15	90d4643	discard	rand	9.8018	9.914	11.220	47032.58	0.34	91.13	-11.6	75	150	1,2	aggressive,moderate	call,put
16	481a070	discard	rand	10.4619	10.647	11.220	43753.96	0.52	93.58	-5.1	35	100	0,2,3	aggressive,conservative,moderate	put
17	f8cc8c5	discard	rand	11.0215	11.022	11.220	56553.27	0.00	100.00	-1.8	35	300	0,1,2,3	conservative,moderate	put
18	63732a2	discard	rand	11.1404	11.140	11.220	59403.98	0.00	100.00	-0.7	70	9999	0,1,3	moderate	call
19	b1ba095	discard	rand	11.2311	11.231	11.220	59079.36	0.00	100.00	+0.1	45	9999	0,2,3	conservative	put
20	d21a367	discard	rand	10.9553	10.955	11.220	55086.99	0.00	100.00	-2.4	90	200	0,3	aggressive,conservative,moderate	call,put
21	17b9217	discard	rand	10.6569	10.757	11.220	52243.37	0.28	94.50	-4.1	70	200	1,2	aggressive,moderate	put
22	e5b4b40	discard	rand	10.4502	10.619	11.220	48265.28	0.48	92.66	-5.4	65	200	0,1,2,3	aggressive,moderate	put
23	3c8e9e3	discard	rand	11.5128	11.513	11.220	56068.80	0.00	100.00	+2.6	75	50	0,1,2,3	conservative	call,put
24	01f6022	discard	rand	11.1048	11.135	11.220	50800.13	0.08	99.39	-0.8	30	100	0	aggressive,conservative,moderate	call,put
25	921946d	discard	rand	11.2413	11.241	11.220	59392.75	0.00	100.00	+0.2	40	300	1	conservative	call,put
26	9b0fe00	discard	rand	10.6471	10.716	11.220	51290.02	0.19	95.11	-4.5	60	150	0,1,2,3	aggressive	call,put
27	428bfb7	discard	rand	9.3937	9.593	11.220	49897.65	0.62	96.33	-14.5	45	50	0,1,2,3	aggressive,moderate	call
28	e94534f	discard	rand	11.1996	11.200	11.220	59760.67	0.00	100.00	-0.2	95	9999	0,3	aggressive,moderate	call,put
29	c5e1121	discard	rand	9.7034	9.919	11.220	46399.92	0.65	97.55	-11.6	45	150	0,1,2,3	moderate	call,put
30	81eff38	discard	rand	10.4636	10.483	11.220	53605.93	0.06	97.86	-6.6	90	150	1	aggressive,moderate	call,put
31	2624c3b	discard	rand	10.0689	10.215	11.220	49909.72	0.43	98.47	-9.0	30	200	1,2,3	moderate	call,put
32	1ab3757	discard	rand	11.2962	11.300	11.220	56863.03	0.01	98.78	+0.7	95	200	2	aggressive	call,put
33	3dc4d65	discard	rand	11.1283	11.128	11.220	57466.75	0.00	100.00	-0.8	35	300	0,2	aggressive	put
34	c363dd5	discard	rand	11.2753	11.275	11.220	58917.26	0.00	100.00	+0.5	75	9999	0,3	conservative,moderate	call,put
35	382258b	discard	rand	9.3442	9.640	11.220	45674.57	0.92	96.02	-14.1	80	100	0,1,2,3	moderate	call,put
36	5fd1cc1	discard	rand	9.4447	9.643	11.220	50239.03	0.62	96.02	-14.1	70	50	0,1,2,3	conservative,moderate	call
37	a7f280f	discard	rand	10.6837	10.737	11.220	53815.88	0.15	99.08	-4.3	95	200	0,1,3	moderate	call,put
38	3255a9a	discard	rand	11.0648	11.065	11.220	58722.36	0.00	100.00	-1.4	50	9999	0,1,2	aggressive,conservative,moderate	call
39	f70fcf5	discard	rand	11.5834	11.583	11.220	58087.66	0.00	100.00	+3.2	55	50	1	conservative	call,put
40	a5fd432	discard	rand	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	30	9999	0,1,3	aggressive	call
41	7684187	discard	rand	11.0717	11.078	11.220	56298.80	0.02	99.69	-1.3	60	200	1,2,3	moderate	put
42	5ab35e7	discard	rand	11.2172	11.217	11.220	57292.66	0.00	100.00	-0.0	40	200	0	aggressive	put
43	3491361	discard	rand	10.5693	10.577	11.220	53339.81	0.02	99.39	-5.7	30	100	2	conservative,moderate	call,put
44	d85e4d1	discard	rand	10.5335	10.593	11.220	49962.24	0.17	96.33	-5.6	90	200	0,1,3	aggressive,conservative,moderate	call,put
45	325f6f3	discard	rand	10.0056	10.196	11.220	52911.88	0.56	98.47	-9.1	55	150	0,1,2,3	aggressive,moderate	call
46	b65069e	discard	rand	10.7854	10.863	11.220	56929.80	0.21	99.39	-3.2	95	150	0,2	aggressive,conservative,moderate	call
47	fb9f888	discard	rand	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	45	50	1,3	conservative	call
48	ee24adf	discard	rand	10.6350	10.687	11.220	56687.20	0.15	99.08	-4.8	90	100	1	aggressive,moderate	call
49	0d5ba83	discard	rand	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	40	200	1,2,3	aggressive	call
50	235db54	discard	rand	11.5616	11.562	11.220	58609.23	0.00	100.00	+3.0	75	200	0,1,3	conservative	put
51	3356728	discard	rand	11.2318	11.232	11.220	59410.77	0.00	100.00	+0.1	60	9999	3	conservative,moderate	call,put
52	022b3f7	discard	rand	11.1856	11.186	11.220	60095.39	0.00	100.00	-0.3	80	9999	1,2	aggressive	put
53	78c5c10	discard	rand	11.5000	11.500	11.220	56266.86	0.00	100.00	+2.5	40	50	1,2,3	conservative	call,put
54	e5d3169	discard	rand	7.4752	7.828	11.220	27362.23	1.35	81.04	-30.2	50	50	0,1,2,3	aggressive,moderate	call,put
55	5907e22	discard	rand	10.9799	10.980	11.220	62217.88	0.00	100.00	-2.1	90	300	0,1,2,3	aggressive,conservative,moderate	call,put
56	87adb03	discard	rand	10.7815	10.939	11.220	44796.17	0.43	97.55	-2.5	35	50	0,1	conservative,moderate	call,put
57	2f7f529	discard	rand	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	75	9999	0,1,2	aggressive	call
58	39c98d7	discard	rand	11.0126	11.013	11.220	61027.24	0.00	100.00	-1.8	85	9999	0,1,2,3	aggressive,moderate	call,put
59	793b98e	discard	rand	11.1392	11.139	11.220	58671.58	0.00	100.00	-0.7	70	150	3	moderate	call
60	6ac0d9e	discard	rand	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	80	200	1	aggressive	call
61	93394db	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	90	100	0,1,3	conservative	call
62	cc8250f	discard	swap_tiers	10.5073	10.680	11.220	48077.86	0.48	97.55	-4.8	90	100	0,1,3	conservative,moderate	call,put
63	93394db	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	90	100	0,1,3	conservative	call
64	93394db	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	90	100	0,1,3	conservative	call
65	eb37990	discard	shift_stop_loss	11.6333	11.633	11.220	58467.64	0.00	100.00	+3.7	90	150	0,1,3	conservative	call,put
66	a50a76a	discard	swap_tiers	11.6575	11.657	11.220	58029.41	0.00	100.00	+3.9	90	100	0,1,3	conservative	call,put
67	eb37990	discard	shift_stop_loss	11.6333	11.633	11.220	58467.64	0.00	100.00	+3.7	90	150	0,1,3	conservative	call,put
