date,time_pst,time_et,hours_to_close,current_price,day_close,vix,recommended_band,confidence,expected_hit_rate,opportunity_score,lo_price,hi_price,width_pct,in_range,midpoint_error_pct,miss_distance_pct,rationale
2025-12-26,07:00,10:00,6.0,25644.73537456527,25644.39005951221,6.2700000000000005,P99,0.8200000000000001,0.74,0.25,24859.036167605813,26123.09992240298,4.929135498317061,True,0.5978693570762372,0.0,Low Vol volatility (VIX=6.3) | Early day (lower confidence) | Choppy action (uncertain) | Moderate risk profile
2025-12-26,09:00,12:00,4.0,25655.32415613985,25644.39005951221,6.49,P98,0.87,0.8400000000000001,0.5,25119.732974247807,26099.795927754083,3.820115261618027,True,0.1349646112461176,0.0,Low Vol volatility (VIX=6.5) | Choppy action (uncertain) | Moderate risk profile
2025-12-26,11:00,14:00,2.0,25676.583407269,25644.39005951221,6.87,P98,0.87,0.8400000000000001,0.5,25463.19592128199,25884.2065267059,1.6396675474538465,True,0.11415523637554816,0.0,Low Vol volatility (VIX=6.9) | Choppy action (uncertain) | Moderate risk profile
2025-12-26,12:00,15:00,1.0,25667.16669549828,25644.39005951221,7.390000000000001,P98,0.9,0.9,0.5,25511.591953938143,25745.95694174727,0.9130925535705225,True,0.06083886022466357,0.0,Low Vol volatility (VIX=7.4) | Near close (good confidence) | Choppy action (uncertain) | Moderate risk profile
2025-12-26,12:30,15:30,0.5,25656.98560086871,25644.39005951221,7.46,P97,0.92,0.9400000000000001,0.75,25493.31736822248,25775.2091681783,1.0986941503614323,True,0.03946991852183124,0.0,Low Vol volatility (VIX=7.5) | Last hour (high confidence) | Choppy action (uncertain) | Moderate risk profile
2025-12-29,07:00,10:00,6.0,25495.68201542322,25525.56034947148,7.32,P99,0.8200000000000001,0.74,0.25,24714.549480896218,25971.266193656476,4.929135498317061,True,0.7164056724767812,0.0,Low Vol volatility (VIX=7.3) | Early day (lower confidence) | Choppy action (uncertain) | Moderate risk profile
2025-12-29,09:00,12:00,4.0,25484.74579684391,25525.56034947148,7.19,P97,0.9,0.9,0.75,24976.291278460438,25900.036247248816,3.624697598132519,True,0.3429368584389726,0.0,Low Vol volatility (VIX=7.2) | Moderate risk profile
2025-12-29,11:00,14:00,2.0,25477.84599025348,25525.56034947148,7.38,P97,0.9,0.9,0.75,25108.149982997835,25720.08701590625,2.4018397518475867,True,0.4374068752204127,0.0,Low Vol volatility (VIX=7.4) | Moderate risk profile
2025-12-29,12:00,15:00,1.0,25541.36852196495,25525.56034947148,7.54,P98,0.9,0.9,0.5,25354.115029949644,25694.014523297967,1.3307802714487251,True,0.005855492223886989,0.0,Low Vol volatility (VIX=7.5) | Near close (good confidence) | Choppy action (uncertain) | Moderate risk profile
2025-12-29,12:30,15:30,0.5,25535.7703484082,25525.56034947148,7.92,P97,0.92,0.9400000000000001,0.75,25384.762440023165,25763.807985758634,1.4843709062378014,True,0.19081023503352312,0.0,Low Vol volatility (VIX=7.9) | Last hour (high confidence) | Choppy action (uncertain) | Moderate risk profile
