dte,band,time_pst,time_et,spread_type,flow_mode,spread_width,n_trades,n_wins,win_rate_pct,avg_credit,avg_max_risk,avg_pnl,total_pnl,median_pnl,min_pnl,max_pnl,pnl_std,sharpe,avg_hold_days
0,P95,07:00,10:00,iron_condor,with_flow,250,49,45,91.8,1732.92,25781.08,1238.18,60671.0,1080.0,-7216.0,7175.0,2329.57,0.532,0.0
0,P95,07:00,10:00,iron_condor,against_flow,250,49,45,91.8,1732.92,25781.08,1238.18,60671.0,1080.0,-7216.0,7175.0,2329.57,0.532,0.0
0,P95,07:00,10:00,iron_condor,neutral,250,64,58,90.6,1592.52,25883.56,922.8,59059.0,909.0,-12049.0,7175.0,2645.96,0.349,0.0
0,P97,07:00,10:00,iron_condor,against_flow,250,39,38,97.4,1354.59,26405.23,1295.62,50529.0,873.0,-1663.0,5485.0,1384.89,0.936,0.0
0,P97,07:00,10:00,iron_condor,with_flow,250,39,38,97.4,1354.59,26405.23,1295.62,50529.0,873.0,-1663.0,5485.0,1384.89,0.936,0.0
0,P95,07:30,10:30,iron_condor,neutral,250,59,51,86.4,1881.42,25737.02,855.58,50479.0,1143.0,-23031.0,7715.0,3929.37,0.218,0.0
0,P97,06:40,09:40,iron_condor,against_flow,250,43,41,95.3,1575.53,25665.19,1132.84,48712.0,995.0,-6124.0,4558.0,1933.83,0.586,0.0
0,P97,06:40,09:40,iron_condor,with_flow,250,43,41,95.3,1575.53,25665.19,1132.84,48712.0,995.0,-6124.0,4558.0,1933.83,0.586,0.0
0,P97,07:00,10:00,iron_condor,neutral,250,52,50,96.2,1232.62,26321.31,923.0,47996.0,816.0,-11922.0,5485.0,2200.13,0.42,0.0
0,P97,07:30,10:30,iron_condor,neutral,250,44,41,93.2,1455.27,25910.2,1009.75,44429.0,953.0,-6072.0,5607.0,1963.38,0.514,0.0
0,P97,07:00,10:00,iron_condor,against_flow,200,47,45,95.7,1051.94,22062.36,855.34,40201.0,584.0,-5159.0,4350.0,1440.54,0.594,0.0
0,P97,07:00,10:00,iron_condor,with_flow,200,47,45,95.7,1051.94,22062.36,855.34,40201.0,584.0,-5159.0,4350.0,1440.54,0.594,0.0
0,P95,06:40,09:40,call_spread,neutral,250,79,75,94.9,769.16,25199.19,493.85,39014.0,438.0,-6706.0,3115.0,1315.65,0.375,0.0
0,P95,07:30,10:30,call_spread,neutral,250,64,61,95.3,968.84,24585.84,606.06,38788.0,587.5,-8199.0,3885.0,1707.21,0.355,0.0
0,P95,07:30,10:30,call_spread,neutral,200,73,70,95.9,842.62,20431.36,524.56,38293.0,530.0,-8295.0,3370.0,1577.73,0.332,0.0
0,P95,07:30,10:30,iron_condor,neutral,200,70,61,87.1,1567.06,21350.39,542.7,37989.0,805.0,-20202.0,6824.0,3575.53,0.152,0.0
0,P98,07:00,10:00,iron_condor,against_flow,250,33,32,97.0,1232.42,26201.0,1113.03,36730.0,897.0,-2648.0,4355.0,1354.46,0.822,0.0
0,P98,07:00,10:00,iron_condor,with_flow,250,33,32,97.0,1232.42,26201.0,1113.03,36730.0,897.0,-2648.0,4355.0,1354.46,0.822,0.0
0,P95,10:00,13:00,put_spread,neutral,250,75,72,96.0,774.92,25205.08,485.17,36388.0,410.0,-11397.0,2700.0,1569.42,0.309,0.0
0,P95,06:40,09:40,iron_condor,with_flow,300,22,18,81.8,3138.0,28825.64,1644.32,36175.0,1885.0,-8296.0,6884.0,3365.9,0.489,0.0
0,P95,06:40,09:40,iron_condor,against_flow,300,22,18,81.8,3138.0,28825.64,1644.32,36175.0,1885.0,-8296.0,6884.0,3365.9,0.489,0.0
0,P97,06:40,09:40,call_spread,neutral,250,74,71,95.9,686.82,25333.45,486.69,36015.0,390.5,-5954.0,3115.0,1098.82,0.443,0.0
0,P98,06:40,09:40,call_spread,neutral,250,72,70,97.2,668.29,25401.15,497.32,35807.0,426.0,-5954.0,3115.0,1066.46,0.466,0.0
0,P98,07:00,10:00,iron_condor,with_flow,200,43,42,97.7,896.51,22022.16,804.88,34610.0,432.0,-2762.0,4019.0,1117.81,0.72,0.0
0,P98,07:00,10:00,iron_condor,against_flow,200,43,42,97.7,896.51,22022.16,804.88,34610.0,432.0,-2762.0,4019.0,1117.81,0.72,0.0
0,P95,06:40,09:40,call_spread,neutral,200,86,82,95.3,653.37,20666.4,400.47,34440.0,322.5,-6745.0,2870.0,1218.04,0.329,0.0
0,P98,06:40,09:40,iron_condor,against_flow,300,18,17,94.4,2375.61,29442.67,1892.11,34058.0,1829.0,-2913.0,4662.0,1847.89,1.024,0.0
0,P98,06:40,09:40,iron_condor,with_flow,300,18,17,94.4,2375.61,29442.67,1892.11,34058.0,1829.0,-2913.0,4662.0,1847.89,1.024,0.0
0,P95,10:00,13:00,iron_condor,neutral,200,68,61,89.7,1387.65,21459.22,497.07,33801.0,591.5,-14184.0,4618.0,2825.11,0.176,0.0
0,P95,08:30,11:30,iron_condor,neutral,200,66,61,92.4,1312.29,21554.24,509.91,33654.0,692.5,-15530.0,5160.0,2979.24,0.171,0.0
0,P95,07:15,10:15,iron_condor,neutral,300,17,16,94.1,2385.24,28240.24,1977.29,33614.0,1675.0,-4534.0,7996.0,2747.84,0.72,0.0
0,P99,06:40,09:40,call_spread,neutral,250,64,63,98.4,647.16,25415.34,525.12,33608.0,368.0,-5954.0,3115.0,1080.47,0.486,0.0
0,P98,06:40,09:40,call_spread,neutral,200,86,84,97.7,528.5,20831.97,385.36,33141.0,235.0,-6015.0,2870.0,941.16,0.409,0.0
0,P97,06:40,09:40,call_spread,neutral,200,87,84,96.6,550.29,20909.48,380.06,33065.0,255.0,-6015.0,2870.0,989.29,0.384,0.0
0,P95,07:30,10:30,call_spread,neutral,150,85,82,96.5,661.94,15273.35,388.79,33047.0,385.0,-8410.0,2648.0,1437.51,0.27,0.0
0,P97,09:30,12:30,iron_condor,neutral,250,39,38,97.4,1120.33,26625.28,842.85,32871.0,596.0,-7991.0,6280.0,1900.96,0.443,0.0
0,P95,10:00,13:00,put_spread,neutral,200,84,81,96.4,648.96,20499.85,390.26,32782.0,300.0,-12510.0,2639.0,1573.28,0.248,0.0
0,P97,06:40,09:40,iron_condor,neutral,250,52,48,92.3,1574.02,25734.02,628.71,32693.0,822.0,-23276.0,5237.0,3908.29,0.161,0.0
0,P97,08:45,11:45,iron_condor,neutral,150,71,68,95.8,994.35,18808.06,451.76,32075.0,370.0,-10950.0,2582.0,1705.51,0.265,0.0
0,P98,07:30,10:30,iron_condor,neutral,250,43,41,95.3,2070.58,26184.81,745.74,32067.0,669.0,-9625.0,5480.0,2111.69,0.353,0.0
